#,Name,ClipType,Media In,Media Out,Media Duration,NHL Period,Player Participation,GameClockIn,Strength,ScoutedPlayer,NonScoutedPlayer,Win/Loss,Chance?,Shot Location,Zone,FaceOffLRC,Entry Origin,Entry,Successful?,Breakout
351,"GM26 2019-02-01 Colgate at RPI P3, RPI Possession 035",RPI Possession,00:25:59.20,00:26:10.56,00:00:11.5950000,3,,11:34,Even,,,,,,,,,,,
352,"GM26 2019-02-01 Colgate at RPI P3, RPI Possession 036",RPI Possession,00:25:59.25,00:26:11.00,00:00:11.5950000,3,,11:34,Even,,,,,,,,,,,
353,"GM26 2019-02-01 Colgate at RPI P3, Offensive Zone 006",Offensive Zone,00:26:00.44,00:26:16.28,00:00:15.7320000,3,"03 Samec, 06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 19 Linden, 31 Savory, 39 Lacka",11:27,Even,,,,,,,,,,,
354,"GM26 2019-02-01 Colgate at RPI P3, TeamShift 026",TeamShift,00:26:01.31,00:26:05.32,00:00:04.0210000,3,"06 Ferner, 09 Moore, 12 Zieky, 17 Burgess, 24 Reilly, 31 Savory",11:27,Even,,,,,,,,,,,
355,"GM26 2019-02-01 Colgate at RPI P3, Shift_TOI 062",Shift_TOI,00:26:02.25,00:27:44.45,00:01:42.3360000,3,"06 Ferner, 11 Leppanen, 19 Linden, 28 Hallbauer, 31 Savory, 39 Lacka",11:27,Even,06 Ferner,,,,,,,,,,
356,"GM26 2019-02-01 Colgate at RPI P3, TeamShift 027",TeamShift,00:26:05.26,00:26:09.11,00:00:03.7540000,3,"03 Samec, 06 Ferner, 09 Moore, 12 Zieky, 31 Savory",11:23,Even,,,,,,,,,,,
357,"GM26 2019-02-01 Colgate at RPI P3, Shift_TOI 063",Shift_TOI,00:26:05.50,00:26:50.53,00:00:45.0450000,3,"03 Samec, 06 Ferner, 11 Leppanen, 19 Linden, 28 Hallbauer, 31 Savory, 39 Lacka",11:23,Even,03 Samec,,,,,,,,,,
358,"GM26 2019-02-01 Colgate at RPI P3, Opponent Breakout 010",Opponent Breakout,00:26:08.29,00:26:16.13,00:00:07.7240000,3,"03 Samec, 06 Ferner, 09 Moore, 19 Linden, 31 Savory, 39 Lacka",11:17,Even,,,,,,,,,,,dz coverage
359,"GM26 2019-02-01 Colgate at RPI P3, TeamShift 028",TeamShift,00:26:09.19,00:26:15.09,00:00:05.8390000,3,"03 Samec, 06 Ferner, 09 Moore, 19 Linden, 31 Savory, 39 Lacka",11:19,Even,,,,,,,,,,,
360,"GM26 2019-02-01 Colgate at RPI P3, Shift_TOI 064",Shift_TOI,00:26:09.44,00:27:51.52,00:01:42.1350000,3,"11 Leppanen, 19 Linden, 31 Savory, 39 Lacka",11:19,Even,19 Linden,,,,,,,,,,
361,"GM26 2019-02-01 Colgate at RPI P3, Opponent Entry 020",Opponent Entry,00:26:10.23,00:26:20.22,00:00:09.9770000,3,"03 Samec, 06 Ferner, 09 Moore, 19 Linden, 31 Savory, 39 Lacka",11:15,Even,,,,,,,,breakout,dump,no,
362,"GM26 2019-02-01 Colgate at RPI P3, Opponent Possession 045",Opponent Possession,00:26:11.25,00:26:24.37,00:00:13.1970000,3,,11:22,Even,,,,,,,,,,,
363,"GM26 2019-02-01 Colgate at RPI P3, Opponent Possession 046",Opponent Possession,00:26:11.29,00:26:24.41,00:00:13.1970000,3,,11:22,Even,,,,,,,,,,,
