#,Name,ClipType,Media In,Media Out,Media Duration,NHL Period,GameClockIn,Strength,Smith,Weber,Jewell,Lysyj,Red Comments,Jewell Comments
707,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 124",Shift_TOI,00:27:48.20,00:28:45.34,00:00:57.2410000,2,01:42,Even,,,,,,
708,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 065",TeamShift,00:27:51.45,00:28:45.37,00:00:53.8710000,2,01:38,Even,,,,,,
709,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 125",Shift_TOI,00:27:52.16,00:29:01.58,00:01:09.7030000,2,01:38,Even,,,,,,
710,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 126",Shift_TOI,00:27:52.23,00:28:59.08,00:01:06.7500000,2,01:38,Even,,,,,,
711,"GM26 2019-02-01 Colgate at RPI P2, Entry 032",Entry,00:27:53.15,00:28:03.14,00:00:09.9770000,2,1:34,Even,,,,,,
712,"GM26 2019-02-01 Colgate at RPI P2, Shot For 019",Shot For,00:27:53.37,00:28:07.36,00:00:13.9810000,2,1:26,Even,,,,,,
713,"GM26 2019-02-01 Colgate at RPI P2, Forecheck 022",Forecheck,00:27:53.38,00:28:06.21,00:00:12.7130000,2,1:35,Even,,,,,,
714,"GM26 2019-02-01 Colgate at RPI P2, Take Away 012",Take Away,00:27:57.14,00:28:12.12,00:00:14.9820000,2,1:29,Even,,,,,,
715,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 079",Opponent Possession,00:28:00.14,00:28:02.48,00:00:02.5690000,2,01:33,Even,,,,,,
716,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 080",Opponent Possession,00:28:00.18,00:28:02.52,00:00:02.5690000,2,01:33,Even,,,,,,
717,"GM26 2019-02-01 Colgate at RPI P2, Offensive Zone 022",Offensive Zone,00:28:00.23,00:28:22.38,00:00:22.2560000,2,1:28,Even,,,,,,
718,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 079",RPI Possession,00:28:03.48,00:28:30.03,00:00:26.2430000,2,01:29,Even,,,,,,
719,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 080",RPI Possession,00:28:03.52,00:28:30.07,00:00:26.2430000,2,01:29,Even,,,,,,
720,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 026",Opponent Breakout,00:28:14.40,00:28:22.22,00:00:07.7080000,2,1:12,Even,,,,,,
721,"GM26 2019-02-01 Colgate at RPI P2, NZ Offense 014",NZ Offense,00:28:19.47,00:28:31.57,00:00:12.1620000,2,1:09,Even,,,,,,
722,"GM26 2019-02-01 Colgate at RPI P2, NZ Forecheck 014",NZ Forecheck,00:28:25.58,00:28:34.40,00:00:08.6920000,2,1:03,Even,,,,,,
723,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 032",Opponent Entry,00:28:27.27,00:28:37.26,00:00:09.9770000,2,0:59,Even,,NZFC; teach 04 slide w/middle support,,,,
724,"GM26 2019-02-01 Colgate at RPI P2, Opponent Forecheck 015",Opponent Forecheck,00:28:28.41,00:28:40.02,00:00:11.3450000,2,1:00,Even,,,,,,
725,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 081",Opponent Possession,00:28:30.33,00:29:16.27,00:00:45.9130000,2,01:03,Even,,,,,,
726,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 082",Opponent Possession,00:28:30.37,00:29:16.31,00:00:45.9130000,2,01:03,Even,,,,,,
727,"GM26 2019-02-01 Colgate at RPI P2, Defensive Zone 022",Defensive Zone,00:28:34.04,00:28:44.27,00:00:10.3940000,2,0:55,Even,,,,,,
728,"GM26 2019-02-01 Colgate at RPI P2, Breakout 029",Breakout,00:28:36.29,00:28:44.10,00:00:07.6910000,2,0:50,Even,,,,,,
729,"GM26 2019-02-01 Colgate at RPI P2, NZ Forecheck 015",NZ Forecheck,00:28:38.45,00:28:54.26,00:00:15.6820000,2,0:50,Even,,,,,,
730,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 066",TeamShift,00:28:45.41,00:28:49.41,00:00:03.9870000,2,00:45,Even,,,,,,
731,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 127",Shift_TOI,00:28:46.16,00:30:25.42,00:01:39.4490000,2,00:44,Even,,,,,,
732,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 027",Opponent Breakout,00:28:46.28,00:29:05.18,00:00:18.8360000,2,0:40,Even,,,,,,
733,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 067",TeamShift,00:28:49.26,00:28:52.56,00:00:03.5040000,2,00:41,Even,,,,,,
734,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 128",Shift_TOI,00:28:53.39,00:30:25.54,00:01:32.2590000,2,00:36,Even,,,,,,
735,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 129",Shift_TOI,00:28:53.39,00:30:25.54,00:01:32.2590000,2,00:36,Even,,,,,,
736,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 068",TeamShift,00:28:54.10,00:28:59.11,00:00:05.0220000,2,00:37,Even,,,,,,
737,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 033",Opponent Entry,00:28:58.51,00:29:08.50,00:00:09.9770000,2,0:28,Even,,,,,,
738,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 130",Shift_TOI,00:28:59.12,00:30:25.42,00:01:26.5030000,2,00:31,Even,,,,,,
739,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 069",TeamShift,00:28:59.24,00:29:02.53,00:00:03.4870000,2,00:32,Even,,,,,,
740,"GM26 2019-02-01 Colgate at RPI P2, Opponent Forecheck 016",Opponent Forecheck,00:29:00.19,00:29:09.27,00:00:09.1260000,2,0:28,Even,,,,,,
741,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 131",Shift_TOI,00:29:02.09,00:30:25.42,00:01:23.5500000,2,00:28,Even,,,,,,
742,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 070",TeamShift,00:29:02.34,00:29:04.17,00:00:01.7020000,2,00:28,Even,,,,,,
743,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 071",TeamShift,00:29:26.51,00:29:54.07,00:00:27.2610000,2,00:27,Even,,,,,,
744,"GM26 2019-02-01 Colgate at RPI P2, Shot For 020",Shot For,00:29:26.52,00:29:40.51,00:00:13.9810000,2,0:16,Even,,,,,,
745,"GM26 2019-02-01 Colgate at RPI P2, Faceoff 016",Faceoff,00:29:27.20,00:29:40.19,00:00:12.9800000,2,0:27,Even,,,,,,
746,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 031",SyncPoint,00:29:28.38,00:29:30.38,00:00:02.0020000,2,00:27,Even,,,,,,
747,"GM26 2019-02-01 Colgate at RPI P2, SyncPoint 032",SyncPoint,00:29:28.42,00:29:30.42,00:00:02.0020000,2,00:27,Even,,,,,,
748,"GM26 2019-02-01 Colgate at RPI P2, Offensive Zone 023",Offensive Zone,00:29:29.31,00:29:47.51,00:00:18.3350000,2,0:23,Even,,,,,,
749,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 081",RPI Possession,00:29:31.19,00:29:49.47,00:00:18.4680000,2,00:25,Even,,,,,,
750,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 082",RPI Possession,00:29:31.23,00:29:49.51,00:00:18.4680000,2,00:25,Even,,,,,,
751,"GM26 2019-02-01 Colgate at RPI P2, Take Away 013",Take Away,00:29:35.20,00:29:50.19,00:00:14.9820000,2,0:14,Even,,,,,,
752,"GM26 2019-02-01 Colgate at RPI P2, Opponent Breakout 028",Opponent Breakout,00:29:39.53,00:29:47.25,00:00:07.5410000,2,0:10,Even,,,,,,
753,"GM26 2019-02-01 Colgate at RPI P2, Opponent Entry 034",Opponent Entry,00:29:41.10,00:29:51.08,00:00:09.9770000,2,0:09,Even,,LRA; teach 24 no soft backhand at OBL,,,,
754,"GM26 2019-02-01 Colgate at RPI P2, Defensive Zone 023",Defensive Zone,00:29:45.02,00:29:58.02,00:00:12.9960000,2,0:07,Even,,,,,,
755,"GM26 2019-02-01 Colgate at RPI P2, Hit Against 001",Hit Against,00:29:50.14,00:29:58.13,00:00:07.9750000,2,0:01,Even,,,,,,
756,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 083",Opponent Possession,00:29:50.14,00:29:53.37,00:00:03.3700000,2,00:06,Even,,,,,,
757,"GM26 2019-02-01 Colgate at RPI P2, Opponent Possession 084",Opponent Possession,00:29:50.18,00:29:53.41,00:00:03.3700000,2,00:06,Even,,,,,,
758,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 083",RPI Possession,00:29:54.18,00:30:09.29,00:00:15.1990000,2,00:02,Even,,,,,,
759,"GM26 2019-02-01 Colgate at RPI P2, RPI Possession 084",RPI Possession,00:29:54.22,00:30:09.34,00:00:15.1990000,2,00:02,Even,,,,,,
760,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 132",Shift_TOI,00:30:33.40,00:30:36.25,00:00:02.7530000,2,00:01,Even,,,,,,
761,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 133",Shift_TOI,00:30:33.40,00:30:36.25,00:00:02.7530000,2,00:01,Even,,,,,,
762,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 134",Shift_TOI,00:30:33.40,00:30:36.25,00:00:02.7530000,2,00:01,Even,,,,,,
763,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 135",Shift_TOI,00:30:33.40,00:30:36.25,00:00:02.7530000,2,00:01,Even,,,,,,
764,"GM26 2019-02-01 Colgate at RPI P2, Shift_TOI 136",Shift_TOI,00:30:33.40,00:30:36.25,00:00:02.7530000,2,00:01,Even,,,,,,
765,"GM26 2019-02-01 Colgate at RPI P2, TeamShift 072",TeamShift,00:30:33.40,00:30:34.50,00:00:01.1680000,2,00:01,Even,,,,,,
766,"GM26 2019-02-01 Colgate at RPI P2, Faceoff 017",Faceoff,00:30:35.31,00:30:48.30,00:00:12.9800000,2,0:01,Even,,,,,,
